Compound_ID,Canonical_SMILES,Scaffold,y_true,y_prediction,y_probability_toxic,False_negative_type,inside_applicability_domain,mean_kNN_distance,max_similarity_all_development,nearest_development_compound,nearest_development_label,max_similarity_toxic_development,max_similarity_nontoxic_development,toxic_similarity_margin,MolWt,MolLogP,TPSA,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,HallKierAlpha,Chi2n,Chi2v,Chi3n,Chi4n,Kappa1,Kappa2,Kappa3,FG_Halogen,FG_Nitro,FG_Carboxylic_acid,FG_Ester,FG_Amide,FG_Aldehyde,FG_Ketone,FG_Nitrile,FG_Primary_or_secondary_amine,FG_Tertiary_amine,FG_Quaternary_ammonium,FG_Phenol,FG_Thiol,FG_Thioether,FG_Sulfonamide,FG_Isocyanate,FG_Acyl_halide,FG_Epoxide,FG_Phosphate,FG_Aromatic_atom
CMPD_00710,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,1,0,0.15847354,Confident false negative,True,4.744277505450788,0.48484848484848486,CMPD_00495,0,0.265625,0.48484848484848486,-0.21922348484848486,505.2060000000002,6.490180000000005,59.32000000000001,28.0,0.0,4.0,6.0,2.0,1.0,1.0,6.0,-2.1,7.214765173188116,9.987583559122662,4.961172443444765,3.2987824841352333,20.62956411145797,8.50253704843945,4.653011757455608,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_02533,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,O=c1oc2ccccc2cc1C1CC(c2ccc(OCc3ccccc3)cc2)Cc2ccccc21,1,0,0.17664255,Confident false negative,True,5.117762196152372,0.6515151515151515,CMPD_02532,1,0.6515151515151515,0.2112676056338028,0.4402475458813487,542.5530000000002,7.958300000000007,59.67,40.0,1.0,4.0,5.0,5.0,1.0,0.0,7.0,-4.519999999999998,10.088503533777956,10.088503533777956,7.623642951656057,5.5956101979578285,25.74169366807793,10.225167668556438,4.948911415289257,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CMPD_00605,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,ACYCLIC::CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,1,0,0.18525183,Confident false negative,True,3.844680759890689,0.36,CMPD_00635,0,0.30303030303030304,0.36,-0.05696969696969695,344.3250000000001,5.0301000000000045,71.06000000000002,21.0,0.0,6.0,10.0,0.0,0.0,0.0,8.0,0.3,5.979887802257166,10.398153224350096,1.832091787554864,1.6799709338483335,21.3,8.80796165360109,9.828488195578943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMPD_02468,O=C1C(=C(O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C(=CC(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,1,0,0.22678675,Confident false negative,True,3.1343952056534863,0.48484848484848486,CMPD_02332,1,0.48484848484848486,0.4,0.08484848484848484,340.3780000000001,4.709800000000003,54.37,26.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,-3.459999999999998,6.218452390430687,6.218452390430687,4.665829977981868,3.42771475000608,16.032583991576775,6.448490151794048,2.5423644503068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_02334,O=C(C(F)(F)F)C(F)(F)F,ACYCLIC::O=C(C(F)(F)F)C(F)(F)F,1,0,0.24401349,Confident false negative,True,2.819363676044412,0.5384615384615384,CMPD_02377,0,0.25,0.5384615384615384,-0.28846153846153844,166.01999999999998,1.6801,17.07,10.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-0.7500000000000002,1.324642283317201,1.324642283317201,0.5149283797000583,0.1607142857142856,9.25,2.13550323176362,2.2376543209876543,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00033,C(OCC1CO1)C1CO1,C(OCC1CO1)C1CO1,1,0,0.24658275,Confident false negative,True,2.2656121797856867,0.7368421052631579,CMPD_00239,0,0.5789473684210527,0.7368421052631579,-0.1578947368421052,130.143,-0.1994,34.29,9.0,0.0,3.0,4.0,0.0,2.0,2.0,3.0,-0.12,2.448141081088224,2.448141081088224,1.4122251384033513,0.6594659464934112,5.648739038502517,2.2483885652559703,1.93040302009999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CMPD_01048,CCC[CH2][Sn]([CH2]CCC)([O]C(=O)C(F)(F)F)[O]C(=O)C(F)(F)F,ACYCLIC::CCC[CH2][Sn]([CH2]CCC)([O]C(=O)C(F)(F)F)[O]C(=O)C(F)(F)F,1,0,0.2613227,Confident false negative,False,6.238069105798472,0.43333333333333335,CMPD_01536,0,0.35,0.43333333333333335,-0.08333333333333337,458.97100000000006,4.239800000000003,52.6,23.0,0.0,4.0,8.0,0.0,0.0,0.0,11.0,-0.6812987012987015,4.892347624157237,14.109999560122152,2.8427757766006785,1.69578957125874,22.3187012987013,8.973154529199977,8.111648258422099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_01344,CCCCCCCSC,ACYCLIC::CCCCCCCSC,1,0,0.27069673,Confident false negative,True,2.1638049596856987,0.5333333333333333,CMPD_01187,0,0.4,0.5333333333333333,-0.1333333333333333,146.299,3.3198000000000016,0.0,9.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.35,2.407012842199839,3.3926114018533275,1.4520151031226116,0.8499530305066457,9.35,8.35,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMPD_00108,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,C=C1CCCCC1=CC=C1CCCC2C(CC=CCC3CC3)CCC12,1,0,0.27658203,Confident false negative,True,4.208776286881244,0.5138888888888888,CMPD_00534,1,0.5138888888888888,0.2222222222222222,0.29166666666666663,412.6140000000002,5.090600000000007,60.69,30.0,3.0,3.0,5.0,0.0,4.0,4.0,3.0,-1.16,10.736013347862077,10.736013347862077,8.653616335856848,6.626313353802967,22.048934117825304,8.762981845840649,4.397256235827665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_02654,OCC(O)CCl,ACYCLIC::OCC(O)CCl,1,0,0.28955725,Confident false negative,True,1.974224481881178,0.6428571428571429,CMPD_02620,1,0.6428571428571429,0.4,0.24285714285714288,110.54000000000002,-0.4216,40.46,6.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.2099999999999999,0.9907010420620708,1.2993077419862546,0.3888646040185847,0.0487950036474266,6.210000000000001,3.401938579654511,2.4475296912114013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00668,CC(O)CN,ACYCLIC::CC(O)CN,1,0,0.29832742,Confident false negative,True,1.0256932876832034,0.5,CMPD_00655,1,0.5,0.5,0.0,75.111,-0.6741000000000001,46.25,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,-0.08,1.0847236264415954,1.0847236264415954,0.3411115157344618,0.0,4.920000000000001,2.175102040816326,3.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CMPD_01358,CCCCN(CCCC)C(=S)S,ACYCLIC::CCCCN(CCCC)C(=S)S,1,0,0.33568946,Intermediate false negative,True,2.549698143358655,0.5454545454545454,CMPD_01463,0,0.38461538461538464,0.5454545454545454,-0.16083916083916078,205.392,3.103300000000002,3.24,12.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,0.2399999999999999,2.9767291262883773,4.089600055463654,1.8336899120810923,1.0010389385677525,12.24,7.866895638429664,5.835540176855057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CMPD_01718,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,c1ccc(Cc2ccccc2)cc1,1,0,0.3577081,Intermediate false negative,True,2.983655427178556,0.43478260869565216,CMPD_01724,1,0.43478260869565216,0.34782608695652173,0.08695652173913043,354.491,6.495500000000002,0.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,-0.1100000000000001,4.077727698670574,7.319538644608237,2.734003689072726,1.8808753912804443,15.282101252716991,6.114691573688575,3.9329189571628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00831,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,c1cn[nH]c1,1,0,0.35817686,Intermediate false negative,True,2.2363699917895223,0.32608695652173914,CMPD_00916,0,0.24,0.32608695652173914,-0.08608695652173914,211.265,1.83282,47.36,15.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,-1.52,3.924670942684369,3.924670942684369,1.869799407768802,1.1198337439567143,11.554183976261127,4.334314855651456,2.712342548853232,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00712,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,1,0,0.36375633,Intermediate false negative,True,4.823620562485214,0.4782608695652174,CMPD_00495,0,0.4,0.4782608695652174,-0.07826086956521738,449.8560000000001,6.543980000000005,59.32000000000001,31.0,0.0,4.0,6.0,2.0,1.0,1.0,8.0,-2.979999999999999,7.770815411233897,8.178015537974503,5.25231797276308,3.4151861036965747,22.69956028426085,8.637870732846533,5.20242142387965,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00200,C=CCOC(=O)C(=C)C,ACYCLIC::C=CCOC(=O)C(=C)C,1,0,0.3820423,Intermediate false negative,True,1.0442785348520065,0.5185185185185185,CMPD_00086,0,0.4827586206896552,0.5185185185185185,-0.035759897828863296,126.155,1.2917,26.3,9.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,-1.05,1.6674669330140617,1.6674669330140617,0.6807405248080115,0.2578127425942203,7.95,3.8930006724417545,3.525539568345324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_01729,Clc1ccc2nc(Cl)oc2c1,c1ccc2ocnc2c1,1,0,0.39241102,Intermediate false negative,True,2.467069296775011,0.40425531914893614,CMPD_00682,0,0.2903225806451613,0.40425531914893614,-0.11393273850377483,188.013,3.1346,26.03,11.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,-0.7300000000000001,2.078866303552887,2.838636284932666,1.3243843780097722,0.8703354225962886,6.948356292943472,2.395055862407914,1.192452417767149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00122,C=CC(=O)OC,ACYCLIC::C=CC(=O)OC,1,0,0.39417785,Intermediate false negative,True,0.8675796282533902,0.5,CMPD_00123,0,0.4444444444444444,0.5,-0.05555555555555558,86.08999999999999,0.3453999999999999,26.3,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,-0.79,0.7272838841927123,0.7272838841927123,0.367851130197758,0.0833333333333333,5.21,2.4475296912114013,1.5215264797507788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_02132,CS(=O)(=O)Cl,ACYCLIC::CS(=O)(=O)Cl,1,0,0.40007323,Intermediate false negative,True,3.035724031867645,0.5555555555555556,CMPD_02134,0,0.23529411764705882,0.5555555555555556,-0.32026143790849676,114.553,0.1848,34.14,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.2399999999999999,0.6816662227091449,3.72674771391844,0.0,0.0,5.24,1.1431065088757395,369.3511111111114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00604,CC(C)OCCO,ACYCLIC::CC(C)OCCO,1,0,0.42752746,Intermediate false negative,True,1.1583718753829029,0.4583333333333333,CMPD_00369,0,0.3,0.4583333333333333,-0.15833333333333333,104.149,0.4037,29.46,7.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,-0.08,1.6431523996292348,1.6431523996292348,0.5424715564486189,0.2884068880649888,6.92,4.088918918918919,5.920000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_02617,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,c1ccc(Cc2ccccc2)cc1,1,0,0.47506714,Borderline false negative,True,3.2940089069421417,0.5714285714285714,CMPD_01724,1,0.5714285714285714,0.35135135135135137,0.22007722007722003,370.49,5.599500000000002,20.23,20.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,-0.15,4.221955315329212,7.37605930007274,2.934238992828639,1.8761752598723571,16.224491773487685,5.920643642072214,3.0370637568559187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_01437,CCCOCCO,ACYCLIC::CCCOCCO,1,0,0.4849752,Borderline false negative,True,1.0550343466944012,0.6190476190476191,CMPD_01311,0,0.5909090909090909,0.6190476190476191,-0.02813852813852813,104.149,0.4053,29.46,7.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,-0.08,1.3359792334457734,1.3359792334457734,0.584086372744272,0.3109493623501623,6.92,5.92,5.920000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00943,CCC(C)(C)OO,ACYCLIC::CCC(C)(C)OO,1,0,0.48640743,Borderline false negative,True,1.8102390194291689,0.5,CMPD_00942,0,0.4117647058823529,0.5,-0.08823529411764708,104.14899999999996,1.6646,29.46,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,-0.08,2.2045331224586184,2.2045331224586184,1.0985682567557995,0.0645497224367902,6.92,2.28455463728191,2.595675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_01629,CCOP(=O)(OCC)OP(=O)(OCC)OCC,ACYCLIC::CCOP(=O)(OCC)OP(=O)(OCC)OCC,1,0,0.49676892,Borderline false negative,True,3.582606683517922,0.4782608695652174,CMPD_01632,1,0.4782608695652174,0.391304347826087,0.08695652173913043,290.189,3.3652000000000024,80.29,17.0,0.0,7.0,10.0,0.0,0.0,0.0,9.0,0.26,2.6471751669662624,6.122022372696921,1.348853311527998,0.9237465225810344,17.26,8.377281093552126,6.672817886143422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMPD_00909,CC1CN1P(=O)(N1CC1C)N1CC1C,O=P(N1CC1)(N1CC1)N1CC1,1,0,0.50921214,Borderline false negative,True,5.432182712141088,0.22727272727272727,CMPD_01798,1,0.22727272727272727,0.21739130434782608,0.009881422924901184,215.237,1.2068,26.099999999999994,14.0,0.0,1.0,3.0,0.0,3.0,3.0,5.0,0.1099999999999999,4.926460574952569,7.494363298560563,3.4834142064969065,2.202855142486269,9.34418259244232,2.615965082622391,1.1463501289676046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_01849,CNC(=O)Oc1cccc2c1OC(C)(C)O2,c1ccc2c(c1)OCO2,1,0,0.5149448,Borderline false negative,True,2.7363588737072257,0.5909090909090909,CMPD_01848,1,0.5909090909090909,0.47619047619047616,0.11471861471861478,223.22799999999995,1.9121,56.790000000000006,16.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0,-1.91,3.826882719191623,3.826882719191623,2.0531623707624265,1.439362458245811,10.602586069621587,3.588759725487158,1.8844556231743037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00437,CC(C)(C)OO,ACYCLIC::CC(C)(C)OO,1,0,0.5155101,Borderline false negative,True,1.8613014917474129,0.4166666666666667,CMPD_00439,0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,90.122,1.2745,29.46,6.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,-0.08,2.2036595286133225,2.2036595286133225,0.2738612787525831,0.0,5.92,1.57879247552541,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00675,C=CC(=O)OCC(C)O,ACYCLIC::C=CC(=O)OCC(C)O,1,0,0.51822627,Borderline false negative,True,0.8392144372752164,0.5483870967741935,CMPD_00132,0,0.4827586206896552,0.5483870967741935,-0.06562847608453831,130.143,0.0963999999999998,46.53,9.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,-0.8300000000000001,1.6831853389709337,1.6831853389709337,0.633461164348872,0.2616599113616662,8.17,4.0892660852838025,5.034193606854939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPD_00594,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,c1ccc(Cc2ccccc2)cc1,1,0,0.53146404,Borderline false negative,True,2.8430868033542174,0.42424242424242425,CMPD_00592,0,0.36585365853658536,0.42424242424242425,-0.058388765705838896,339.2180000000001,4.180900000000003,46.53,22.0,1.0,3.0,4.0,2.0,0.0,0.0,5.0,-1.5499999999999994,5.178259645030261,6.051131205974231,3.162144085938763,2.0839047389101952,16.81426665797295,6.693774027464292,3.433603802096622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMPD_00228,C=CS(=O)(=O)C=C,ACYCLIC::C=CS(=O)(=O)C=C,1,0,0.5590377,Borderline false negative,True,2.663546121576995,0.2916666666666667,CMPD_00170,0,0.23529411764705882,0.2916666666666667,-0.056372549019607865,118.15699999999998,0.6881999999999999,34.14,7.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,-0.5700000000000001,0.9223576580250156,2.7670729740750466,0.4646156167057841,0.0680413817439771,6.43,1.930321529429453,2.1666482504604048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
